id,genbank,assembly_genbank,taxid,Kingdom,Phylum,Class,Order ,Family,Genus,Species,species_code,genus_code
MMP05928841,CP017767,GCA_002813675.1,1911685,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum,389,255
MMP05928840,CP017766,GCA_002813655.1,59277,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum,389,255
MMP02951366,CP009149.1,GCA_000739065.1,1301915,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus bathoardescens,390,256
MMP02598490,CP001696.1,GCA_000023985.1,573064,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus fervens,391,256
MMP02603984,L77117.1,GCA_000091665.1,243232,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,392,256
MMP02598520,CP001901.1,GCA_000025525.1,644281,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp000025525,393,256
MMP02598493,CP001787.1,GCA_000024625.1,579137,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus vulcanius,394,256
MMP00017484,CP002009.1,GCA_000092305.1,573063,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus_A infernus,395,257
MMP03074571,CP009518,GCA_000970325.1,1434104,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens_A,396,258
MMP08466362,CP026606,GCA_002945325.1,39152,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,397,259
MMP3138215,BX950229.1,GCA_000011585.1,267377,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,397,259
MMP02603718,CP002913.1,GCA_000220645.1,1053692,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,397,259
MMP00000031,CP000745.1,GCA_000017225.1,426368,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis_A,398,259
MMP02598423,CP000867.1,GCA_000018485.1,444158,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis_C,399,259
MMP02598403,CP000742.1,GCA_000017165.1,406327,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii,400,259
MMP00000040,CP002057.1,GCA_000006175.2,456320,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,401,259
MMP02598365,CP000562.1,GCA_000015825.1,368407,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus marisnigri,402,260
MMP07281457,CP022242,GCA_003351865.1,2607662,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanofervidicoccus,Methanofervidicoccus sp003351865,403,261
MMP00015125,CP002069.1,GCA_000196655.1,644295,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalobium,Methanohalobium evestigatum,404,262
MMP05756399,CP017921,GCA_001889405.1,2177,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus halophilus,405,263
MMP00017400,CP002117.1,GCA_000147875.1,679926,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,Methanolacinia petrolearia,406,264
MMP02603235,AE009439.1,GCA_000007185.1,190192,Archaea,Methanobacteriota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,407,265
MMP03081414,AE010299.1,GCA_000007345.1,188937,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina acetivorans,408,266
MMP03074589,CP009506,GCA_000970085.1,1434120,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina siciliae,409,266
MMP03074587,CP009508,GCA_000970145.1,1434118,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina siciliae,409,266
MMP03074588,CP009507,GCA_000970125.1,1434119,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina siciliae,409,266
MMP03074593,CP009504,GCA_000970005.1,1434102,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp000969965,410,266
MMP00623051,CP000743.1,GCA_000017185.1,419665,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus_A aeolicus,411,267
MMP00100784,CP002792.1,GCA_000179575.2,647113,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus_A okinawensis,412,267
MMP00713627,CP002737.1,GCA_000214415.1,880724,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,Methanotorris igneus,413,268
MMP11338328,CP038947,GCA_009708815.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338331,CP038957,GCA_009708855.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338332,CP038962,GCA_009708875.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338341,CP038967,GCA_009708895.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338342,CP038972,GCA_009708935.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338343,CP039032,GCA_009708955.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11180679,CP038256,GCA_004564075.1,904291,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sediminis,420,274
MMP05216488,LT627736,GCA_900102005.1,912630,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp900102005,421,274
MMP11338344,CP039035,GCA_009708975.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338345,CP039040,GCA_009708995.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338346,CP039046,GCA_009709015.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338347,CP039050,GCA_009709435.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP00044342,AP017315,GCA_002355395.1,279828,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microcella,Microcella alkaliphila_A,426,276
MMP08222610,CP026366,GCA_004117015.1,1270,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus,427,277
MMP02598378,CP000850,GCA_000018265.1,391037,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora arenicola,428,278
MMP09694340,CP031263,GCA_003351365.1,47850,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora aurantiaca,429,278
MMP04488466,LT598496,GCA_900091425.1,307121,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora krabiensis,430,278
MMP02603167,CP002638,GCA_000204155.1,263358,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora maris,431,278
MMP07666506,CP024052,GCA_002688545.1,2039870,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora sediminicola,432,278
MMP08638004,CP028158,GCA_003030345.1,2108470,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora sp003030345,433,278
MMP08638003,CP028159,GCA_003030385.1,2071627,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora sp003030345,433,278
MMP13291798,CP046104,GCA_009707425.1,2675222,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora sp009707425,434,278
MMP02598367,CP000667,GCA_000016425.1,369723,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora tropica,435,278
MMP07812372,CP024087,GCA_003612775.1,479978,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora tulbaghiae,436,278
MMP09042165,CP029803,GCA_003226295.1,2200854,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA2987,Moanabacter,Moanabacter tarae,437,279
MMP05826284,CP017708,GCA_001854205.1,1454205,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Moorea,Moorea producens,438,280
MMP05826283,CP017599,GCA_001767235.1,1458985,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Moorea,Moorea producens_A,439,280
MMP03738170,CP011806,GCA_001664505.1,1660251,Bacteria,Acidobacteriota,Mor1,Mor1,Mor1,Mor1,Mor1 sp001664505,440,281
MMP11338361,CP039055,GCA_009709035.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338375,CP039060,GCA_009709055.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338652,CP039065,GCA_009709075.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338653,CP039070,GCA_009709095.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP02232041,CP002999,GCA_000224085.1,886377,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis,445,284
MMP09428147,CP030104,GCA_003269425.1,1383885,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp003269425,446,284
MMP03382536,CP011071,GCA_000963865.1,516051,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda_A lutaonensis,447,285
MMP02630629,CP007220,GCA_001632805.1,1460372,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium chelonae,448,286
MMP02261374,CP003053.1,GCA_000266905.1,710421,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium chubuense_A,449,286
MMP00096819,AP018410,GCA_003584745.1,1136880,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium marinum,450,286
MMP11996133,CP045325,GCA_009363295.1,2587868,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium poriferae,451,286
MMP02261383,CP003169,GCA_000230895.3,710685,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium rhodesiae_A,452,286
MMP00081530,AP018165,GCA_002356335.1,1520670,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium stephanolepidis,453,286
MMP03282272,CP010817.1,GCA_000833025.1,480520,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides profundi,454,287
MMP02603152,CP002830,GCA_000219105.1,35,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus macrosporus,455,288
MMP02603208,AE017199.1,GCA_000008085.1,228908,Archaea,Nanoarchaeota,Nanoarchaeia,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum equitans,456,289
MMP02603431,CP001279,GCA_000021725.1,598659,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,Nautilia profundicola,457,290
MMP08431636,CP026530,GCA_004006315.1,2579250,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,Nautilia profundicola_A,458,290
MMP11338655,CP039076,GCA_009709115.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338656,CP039081,GCA_009709135.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338657,CP039087,GCA_009709155.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338659,CP039092,GCA_009709175.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP00713578,CP002452,GCA_000186245.1,749222,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,Nitratifractor salsuginis,463,295
MMP00060914,AP009178,GCA_000010325.1,387092,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,Nitratiruptor sp000010325,464,296
MMP11338660,CP039097,GCA_009709195.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP02471010,AEGP01000000,GCA_000204585.1,886738,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum limnae,466,298
MMP11338661,CP039102,GCA_009709215.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338669,CP039107,GCA_009709235.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338670,CP039112,GCA_009709255.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338671,CP039171,GCA_009709275.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP05172241,CP007026.1,GCA_000812185.1,1410606,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus brevis,471,300
MMP03253153,CP011070,GCA_000956175.1,1580092,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus adriaticus,472,301
MMP02603137,CP003842.1,GCA_000299365.1,1229908,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus koreensis,473,301
MMP00000032,CP000866.1,GCA_000018465.1,436308,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus maritimus,474,301
MMP03257648,CP010868,GCA_000875775.1,1582439,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus piranensis,475,301
MMP02603138,CP003843.1,GCA_000299395.1,1229909,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sediminis,476,301
MMP10782659,CP035425,GCA_006740685.1,2508726,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp006740685,477,301
MMP00066002,AP017900,GCA_002356035.1,37332,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia seriolae,478,302
MMP05225369,CP017839,GCA_001865855.1,37332,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia seriolae,478,302
MMP05162553,CP017965,GCA_001877055.1,2014,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardiopsis dassonvillei,479,303
MMP05967630,CP020114,GCA_003054475.1,1914872,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nodularia,Nodularia spumigena,480,304
MMP01915661,CP007203,GCA_000340565.3,313624,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nodularia,Nodularia spumigena,480,304
MMP02603479,CP001397.1,GCA_000332115.1,592029,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens dokdonensis,481,305
MMP00061027,AP014548.1,GCA_000831385.1,1454201,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens marinus,482,305
MMP08125769,CP025116,GCA_002831625.1,2058134,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp002831625,483,305
MMP05192588,LT627735,GCA_900101765.1,1336802,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp900101765,484,305
MMP06075354,CP019344,GCA_002117125.1,331648,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens spongiae,485,305
MMP03571531,CP011373,GCA_001430865.1,1476901,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens tegetincola,486,305
MMP06075339,CP019342,GCA_002117085.1,323273,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens tegetincola,486,305
MMP11338682,CP039176,GCA_009709295.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338685,CP039181,GCA_009709315.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338690,CP039186,GCA_009709335.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338692,CP039190,GCA_009709355.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP10920396,CP036150,GCA_008329965.1,2518645,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_E,Spirochaetaceae_B,Oceanispirochaeta,Oceanispirochaeta sp008329965,491,309
MMP00138957,CP002361,GCA_000183745.1,670487,Bacteria,Deinococcota,Deinococci,Deinococcales,Marinithermaceae,Oceanithermus,Oceanithermus profundus,492,310
MMP00061101,BA000028,GCA_000011245.1,221109,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus iheyensis,493,311
MMP11338694,CP039195,GCA_009709375.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338697,CP039201,GCA_009709395.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338700,CP039204,GCA_009709415.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11338647,CP039209,GCA_009709455.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP11357024,CP039214,GCA_009709475.1,1238,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,549,348
MMP09812781,CP031612,GCA_003410315.1,639310,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp000518525,499,315
MMP08125748,CP025117,GCA_002831645.1,2058135,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp002831645,500,315
MMP11455847,CP039451,GCA_004843725.1,2570561,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp004843725,501,315
